DATE,PPIACO_NBD19820101,CPIAUCSL_NBD19820101,PCE_NBD19820101,M1,M2
1998-05-01,125.47643,172.24576,292.31886,1079.3500000000000000,4159.9250000000000000
1998-06-01,125.17553,172.45763,294.01132,1076.2200000000000000,4183.2200000000000000
1998-07-01,125.27583,172.88136,294.92765,1074.6500000000000000,4203.5250000000000000
1998-08-01,124.57372,173.09322,296.68019,1076.3000000000000000,4227.2000000000000000
1998-09-01,124.17252,173.19915,298.71313,1079.5000000000000000,4267.0000000000000000
1998-10-01,124.37312,173.62288,300.37554,1085.3000000000000000,4303.0250000000000000
1998-11-01,123.97192,173.83475,301.20675,1094.1400000000000000,4344.4600000000000000
1998-12-01,123.16951,174.15254,303.96575,1093.8500000000000000,4373.8500000000000000
1999-01-01,123.26981,174.47034,304.13600,1099.7500000000000000,4399.2000000000000000
1999-02-01,122.66800,174.47034,305.40283,1097.3250000000000000,4423.5750000000000000
1999-03-01,122.96891,174.57627,307.09529,1096.4800000000000000,4431.0000000000000000
1999-04-01,123.97192,175.74153,310.42512,1100.0750000000000000,4460.1000000000000000
1999-05-01,125.07523,175.84746,312.05748,1104.1000000000000000,4483.6400000000000000
1999-06-01,125.57673,175.84746,313.46953,1100.1000000000000000,4507.2000000000000000
1999-07-01,126.07823,176.58898,314.83651,1098.1750000000000000,4532.3500000000000000
1999-08-01,127.28185,177.01271,317.05473,1099.3400000000000000,4550.8600000000000000
1999-09-01,128.38516,177.75424,319.78869,1095.8000000000000000,4566.9000000000000000
1999-10-01,128.08425,178.07203,321.03550,1103.1000000000000000,4587.5000000000000000
1999-11-01,128.68606,178.38983,322.90321,1109.4800000000000000,4610.2400000000000000
1999-12-01,128.18455,178.81356,327.52491,1119.8250000000000000,4635.4750000000000000
2000-01-01,128.68606,179.34322,327.62005,1125.6600000000000000,4672.2400000000000000
2000-02-01,130.19057,180.08475,331.74603,1108.6750000000000000,4679.8000000000000000
2000-03-01,131.19358,181.14407,334.81048,1106.0000000000000000,4706.0500000000000000
2000-04-01,131.09328,181.03814,334.43994,1118.1750000000000000,4763.0000000000000000
2000-05-01,131.99599,181.35593,335.97216,1105.1200000000000000,4755.6200000000000000
2000-06-01,134.20261,182.41525,337.83486,1101.6250000000000000,4771.5000000000000000
2000-07-01,134.10231,182.94492,338.91643,1104.1200000000000000,4788.6800000000000000
2000-08-01,133.29990,182.94492,340.63392,1100.4500000000000000,4815.7750000000000000
2000-09-01,135.10532,183.89831,344.93015,1099.8500000000000000,4850.1250000000000000
2000-10-01,135.80742,184.21610,345.19053,1098.8200000000000000,4869.1600000000000000
2000-11-01,135.40622,184.53390,345.99169,1093.0250000000000000,4878.1500000000000000
2000-12-01,136.60983,184.95763,348.11477,1088.4500000000000000,4915.3250000000000000
2001-01-01,140.42126,186.01695,349.87732,1095.0400000000000000,4971.8400000000000000
2001-02-01,137.81344,186.44068,350.59837,1100.5500000000000000,5010.0250000000000000
2001-03-01,136.30893,186.54661,350.34300,1108.0000000000000000,5064.4250000000000000
2001-04-01,136.81043,186.86441,350.71854,1116.3000000000000000,5131.6400000000000000
2001-05-01,137.21163,187.81780,353.15207,1117.7750000000000000,5129.6750000000000000
2001-06-01,135.90772,188.24153,353.99830,1125.4750000000000000,5169.5500000000000000
2001-07-01,133.80140,187.92373,354.62921,1137.4600000000000000,5200.4000000000000000
2001-08-01,133.80140,187.92373,356.60207,1147.7000000000000000,5233.9250000000000000
2001-09-01,133.70110,188.66525,350.85875,1207.6500000000000000,5336.7750000000000000
2001-10-01,130.69208,188.13559,361.16869,1166.6600000000000000,5336.1200000000000000
2001-11-01,130.19057,188.02966,359.63647,1169.7500000000000000,5376.2750000000000000
2001-12-01,128.48546,187.92373,358.85534,1182.4600000000000000,5429.8000000000000000
2002-01-01,128.88666,188.24153,359.75164,1190.7750000000000000,5451.8000000000000000
2002-02-01,128.78636,188.55932,361.78459,1190.4250000000000000,5480.8500000000000000
2002-03-01,130.19057,189.08898,362.69591,1194.7000000000000000,5493.9000000000000000
2002-04-01,131.19358,189.93644,366.15593,1186.7600000000000000,5496.1400000000000000
2002-05-01,131.19358,190.14831,364.97421,1186.8750000000000000,5521.1000000000000000
2002-06-01,131.29388,190.25424,366.65665,1194.6750000000000000,5538.7750000000000000
2002-07-01,131.59478,190.67797,369.90136,1199.2600000000000000,5583.3600000000000000
2002-08-01,131.89569,191.20763,371.16819,1183.7750000000000000,5629.1500000000000000
2002-09-01,132.69809,191.52542,370.11166,1197.1400000000000000,5653.9000000000000000
2002-10-01,133.60080,191.94915,372.29983,1203.5750000000000000,5696.7750000000000000
2002-11-01,133.50050,192.26695,373.73191,1206.4250000000000000,5745.7750000000000000
2002-12-01,133.29990,192.58475,376.54098,1221.2400000000000000,5771.1600000000000000
2003-01-01,135.70712,193.43220,377.61254,1224.1500000000000000,5802.2500000000000000
2003-02-01,138.01404,194.49153,377.97807,1238.3000000000000000,5837.0750000000000000
2003-03-01,141.62487,194.80932,381.12764,1240.0600000000000000,5859.1200000000000000
2003-04-01,137.21163,194.06780,382.27930,1249.2500000000000000,5894.4750000000000000
2003-05-01,137.11133,193.75000,383.07045,1266.9250000000000000,5957.4750000000000000
2003-06-01,138.41525,193.96186,385.53903,1280.3400000000000000,5992.0600000000000000
2003-07-01,138.11434,194.59746,388.41320,1286.0000000000000000,6037.6750000000000000
2003-08-01,138.41525,195.44492,393.17510,1298.6750000000000000,6099.9000000000000000
2003-09-01,138.91675,196.08051,393.25522,1295.9800000000000000,6077.5400000000000000
2003-10-01,139.71916,195.86864,393.94121,1294.7000000000000000,6064.2750000000000000
2003-11-01,139.31795,195.97458,396.70522,1303.3500000000000000,6066.0750000000000000
2003-12-01,139.91976,196.50424,398.09724,1303.7200000000000000,6068.2800000000000000
2004-01-01,141.82548,197.35169,400.93636,1304.7000000000000000,6070.9250000000000000
2004-02-01,142.52758,197.77542,402.60378,1320.4500000000000000,6107.9000000000000000
2004-03-01,143.53059,198.19915,405.52802,1327.3000000000000000,6145.2200000000000000
2004-04-01,145.23571,198.51695,405.94863,1328.4250000000000000,6182.9750000000000000
2004-05-01,147.24173,199.36441,409.41866,1336.0800000000000000,6264.6200000000000000
2004-06-01,147.64293,200.10593,408.47228,1343.6250000000000000,6270.2500000000000000
2004-07-01,147.84353,200.31780,412.44304,1339.0000000000000000,6280.9500000000000000
2004-08-01,148.44534,200.42373,414.18056,1353.5800000000000000,6307.4600000000000000
2004-09-01,148.14443,201.05932,417.68064,1361.6000000000000000,6342.8250000000000000
2004-10-01,150.45135,202.11864,420.46467,1364.5250000000000000,6366.2250000000000000
2004-11-01,151.85557,203.07203,422.83812,1370.9200000000000000,6398.4400000000000000
2004-12-01,150.65196,203.07203,425.83746,1374.2000000000000000,6419.9250000000000000
2005-01-01,151.35406,202.96610,425.50198,1359.4600000000000000,6407.1000000000000000
2005-02-01,152.05617,203.81356,428.57644,1371.1000000000000000,6432.5250000000000000
2005-03-01,154.16249,204.55508,430.54429,1371.9000000000000000,6440.6000000000000000
2005-04-01,155.46640,205.19068,434.55010,1358.3000000000000000,6453.3500000000000000
2005-05-01,154.76429,205.08475,434.20960,1365.3200000000000000,6471.6000000000000000
2005-06-01,154.76429,205.19068,438.30554,1379.9250000000000000,6503.6000000000000000
2005-07-01,156.77031,206.46186,443.33283,1371.1000000000000000,6529.4750000000000000
2005-08-01,158.07422,207.73305,443.14756,1375.9000000000000000,6567.6200000000000000
2005-09-01,162.68806,210.59322,445.66622,1374.9750000000000000,6600.8000000000000000
2005-10-01,166.70010,210.91102,447.57398,1378.8000000000000000,6635.7400000000000000
2005-11-01,164.19258,209.85169,447.95954,1376.4250000000000000,6653.7250000000000000
2005-12-01,163.49047,209.85169,449.70708,1373.9000000000000000,6677.4250000000000000
2006-01-01,164.79438,211.12288,454.23865,1379.2400000000000000,6719.5800000000000000
2006-02-01,162.28686,211.22881,455.46042,1378.5250000000000000,6746.6000000000000000
2006-03-01,162.68806,211.54661,457.30810,1379.9750000000000000,6761.3500000000000000
2006-04-01,164.79438,212.60593,460.24736,1386.1500000000000000,6793.2250000000000000
2006-05-01,166.29890,213.24153,462.26028,1385.6800000000000000,6805.9600000000000000
2006-06-01,166.59980,213.77119,463.65230,1372.8250000000000000,6839.9500000000000000
2006-07-01,167.30191,214.93644,467.86841,1374.5000000000000000,6883.2400000000000000
2006-08-01,168.40522,215.88983,467.78829,1372.2000000000000000,6914.5000000000000000
2006-09-01,165.89769,214.83051,469.45070,1365.4250000000000000,6939.8000000000000000
2006-10-01,162.68806,213.87712,470.36202,1369.9400000000000000,6987.8600000000000000
2006-11-01,165.09529,213.98305,470.69250,1369.7500000000000000,7024.9250000000000000
2006-12-01,166.09829,215.14831,475.10390,1368.5000000000000000,7062.4250000000000000
2007-01-01,164.49348,215.50530,477.62756,1370.0200000000000000,7106.1400000000000000
2007-02-01,167.30191,216.34110,478.99454,1363.8250000000000000,7123.7500000000000000
2007-03-01,169.80943,217.46610,481.28286,1363.9750000000000000,7148.2500000000000000
2007-04-01,171.91575,218.11864,482.88018,1377.9600000000000000,7226.0000000000000000
2007-05-01,173.82146,219.02013,484.99324,1380.5250000000000000,7242.8500000000000000
2007-06-01,174.32297,219.52754,486.04476,1368.6250000000000000,7271.6000000000000000
2007-07-01,175.62688,219.91843,488.26298,1372.6800000000000000,7305.6200000000000000
2007-08-01,172.91876,219.98623,490.65645,1370.6000000000000000,7378.8500000000000000
2007-09-01,174.02207,220.91843,492.96981,1383.4000000000000000,7401.8750000000000000
2007-10-01,175.22568,221.59958,494.85254,1377.3200000000000000,7414.6000000000000000
2007-11-01,179.53862,223.34110,498.51785,1369.7750000000000000,7437.7500000000000000
2007-12-01,179.13741,223.98835,499.36408,1374.7000000000000000,7469.2200000000000000
2008-01-01,181.54463,224.76059,500.54579,1376.7750000000000000,7498.1500000000000000
2008-02-01,183.24975,225.30403,499.80972,1378.1000000000000000,7582.7750000000000000
2008-03-01,188.46540,226.11017,502.49362,1390.1200000000000000,7651.2800000000000000
2008-04-01,191.47442,226.63347,504.24616,1391.2250000000000000,7699.0750000000000000
2008-05-01,197.19157,227.97458,507.35066,1391.3000000000000000,7706.0500000000000000
2008-06-01,201.10331,230.36335,510.09464,1404.6600000000000000,7727.5000000000000000
2008-07-01,206.11836,232.00847,509.99449,1420.8250000000000000,7772.6750000000000000
2008-08-01,199.59880,231.66314,509.52381,1408.8750000000000000,7790.1250000000000000
2008-09-01,197.49248,231.86123,506.55450,1452.8000000000000000,7844.7000000000000000
2008-10-01,186.96088,229.86758,502.43353,1466.7500000000000000,7965.0750000000000000
2008-11-01,177.33200,225.79767,494.97772,1512.6500000000000000,7996.2750000000000000
2008-12-01,171.41424,223.93856,490.78664,1587.3400000000000000,8171.8400000000000000
2009-01-01,171.71515,224.50530,493.07496,1588.8500000000000000,8271.1500000000000000
2009-02-01,169.80943,225.32309,491.93831,1566.7500000000000000,8298.6500000000000000
2009-03-01,168.60582,225.10064,489.36959,1575.4000000000000000,8364.6200000000000000
2009-04-01,169.60883,225.32733,489.33454,1613.2750000000000000,8368.9000000000000000
2009-05-01,171.31394,225.65890,490.29092,1617.3250000000000000,8427.0000000000000000
2009-06-01,174.62387,227.53178,493.33534,1651.5600000000000000,8441.4400000000000000
2009-07-01,173.01906,227.46398,495.03280,1659.7250000000000000,8444.9500000000000000
2009-08-01,175.52658,228.22564,500.93135,1662.2200000000000000,8445.6400000000000000
2009-09-01,174.62387,228.66631,497.11081,1665.1000000000000000,8444.3750000000000000
2009-10-01,175.72718,229.35275,499.55936,1675.7750000000000000,8467.8500000000000000
2009-11-01,177.93380,230.12076,500.01001,1683.0000000000000000,8498.8400000000000000
2009-12-01,178.63591,230.24047,503.35987,1691.1500000000000000,8501.1750000000000000
2010-01-01,182.44734,230.38983,503.53513,1679.0750000000000000,8452.9250000000000000
2010-02-01,181.54463,230.17055,505.40283,1694.7000000000000000,8502.4750000000000000
2010-03-01,183.85155,230.24682,508.53738,1710.5000000000000000,8504.7600000000000000
2010-04-01,184.95486,230.29979,509.85429,1693.8500000000000000,8530.2500000000000000
2010-05-01,185.35607,230.18008,511.28136,1712.1600000000000000,8587.8800000000000000
2010-06-01,184.05216,230.08369,512.30785,1732.4500000000000000,8611.4000000000000000
2010-07-01,184.65396,230.51377,514.15052,1722.7500000000000000,8611.8750000000000000
2010-08-01,185.45637,230.85064,516.10335,1745.8800000000000000,8666.1800000000000000
2010-09-01,185.45637,231.22352,517.10480,1764.4750000000000000,8697.4000000000000000
2010-10-01,187.16148,232.02860,520.07411,1782.9250000000000000,8745.2500000000000000
2010-11-01,188.26479,232.61653,522.43753,1818.2400000000000000,8768.2600000000000000
2010-12-01,190.27081,233.55085,524.31025,1833.9250000000000000,8801.8750000000000000
2011-01-01,193.27984,234.30826,526.47839,1853.1200000000000000,8834.2600000000000000
2011-02-01,196.38917,235.06144,527.79530,1872.6250000000000000,8884.2000000000000000
2011-03-01,199.79940,236.27754,531.75605,1890.8750000000000000,8925.8000000000000000
2011-04-01,203.71113,237.38665,533.37840,1896.7000000000000000,8979.6000000000000000
2011-05-01,204.71414,238.14195,534.38486,1935.6200000000000000,9040.3400000000000000
2011-06-01,204.51354,238.14195,535.51650,1952.1000000000000000,9111.6000000000000000
2011-07-01,205.21565,238.76589,537.35917,1986.6000000000000000,9274.2250000000000000
2011-08-01,203.81143,239.51907,538.29553,2105.0800000000000000,9516.5200000000000000
2011-09-01,204.31294,240.03919,539.94292,2119.4250000000000000,9549.0750000000000000
2011-10-01,201.70512,240.20127,540.92935,2143.7000000000000000,9583.4200000000000000
2011-11-01,202.00602,240.64513,541.12463,2167.4500000000000000,9624.4500000000000000
2011-12-01,200.40120,240.70233,541.67543,2157.5750000000000000,9650.4250000000000000
2012-01-01,201.30391,241.35805,545.63117,2201.6600000000000000,9740.4400000000000000
2012-02-01,202.20662,241.87394,550.15773,2209.2250000000000000,9783.1250000000000000
2012-03-01,204.81444,242.38030,550.49322,2224.4250000000000000,9823.7250000000000000
2012-04-01,204.31294,242.78284,551.72500,2247.9400000000000000,9881.7800000000000000
2012-05-01,202.50752,242.28072,551.13915,2256.7750000000000000,9915.1500000000000000
2012-06-01,200.40120,242.08051,550.28792,2273.3000000000000000,9974.7750000000000000
2012-07-01,200.70211,242.15042,551.63988,2313.5000000000000000,10053.3600000000000000
2012-08-01,203.30993,243.55720,553.60272,2337.1500000000000000,10123.2250000000000000
2012-09-01,205.01505,244.71928,556.07130,2396.0750000000000000,10197.9750000000000000
2012-10-01,204.11234,245.37924,557.67863,2414.7000000000000000,10267.3200000000000000
2012-11-01,202.40722,244.96716,559.73161,2417.6750000000000000,10328.1250000000000000
2012-12-01,202.10632,244.93750,559.87181,2461.9000000000000000,10448.8400000000000000
2013-01-01,203.10933,245.42267,563.10650,2473.3500000000000000,10485.1000000000000000
2013-02-01,204.91474,246.75530,564.92414,2473.4000000000000000,10476.2750000000000000
2013-03-01,204.61384,246.06144,564.26318,2471.4250000000000000,10536.1250000000000000
2013-04-01,204.11234,245.54767,563.78248,2514.9200000000000000,10591.2200000000000000
2013-05-01,204.71414,245.64936,565.57508,2521.2000000000000000,10619.6250000000000000
2013-06-01,204.91474,246.23411,566.74678,2540.0750000000000000,10666.4000000000000000
2013-07-01,205.01505,246.71610,568.16384,2543.0600000000000000,10730.3400000000000000
2013-08-01,204.81444,247.30508,569.67102,2544.9250000000000000,10786.2750000000000000
2013-09-01,204.51354,247.39831,571.52371,2583.8800000000000000,10842.8400000000000000
2013-10-01,203.10933,247.53072,574.09243,2624.4750000000000000,10957.6500000000000000
2013-11-01,201.80542,247.98729,577.40223,2617.6250000000000000,10959.7250000000000000
2013-12-01,202.60782,248.64301,578.76922,2662.9200000000000000,11023.0200000000000000
2014-01-01,204.41324,249.24576,578.02313,2685.1750000000000000,11072.1500000000000000
2014-02-01,206.31896,249.52013,581.61334,2726.1750000000000000,11154.2750000000000000
2014-03-01,207.62287,250.02966,585.60913,2755.7800000000000000,11198.3600000000000000
2014-04-01,208.92678,250.49576,587.72220,2777.9750000000000000,11256.6000000000000000
2014-05-01,208.62588,250.97246,589.78519,2789.3250000000000000,11316.8000000000000000
2014-06-01,208.92678,251.30403,592.75950,2828.2000000000000000,11379.7800000000000000
2014-07-01,208.62588,251.58686,594.82249,2842.0000000000000000,11438.1750000000000000
2014-08-01,207.62287,251.54661,598.80827,2806.2750000000000000,11465.9750000000000000
2014-09-01,207.02106,251.56462,599.11371,2853.6400000000000000,11501.5800000000000000
2014-10-01,204.01204,251.51483,602.64884,2860.2750000000000000,11563.4250000000000000
2014-11-01,201.50451,251.04131,603.79550,2890.8250000000000000,11590.5000000000000000
2014-12-01,197.59278,250.26695,604.25617,2931.2800000000000000,11672.7800000000000000
2015-01-01,192.57773,248.67267,602.69891,2929.4750000000000000,11725.5500000000000000
2015-02-01,191.67503,249.30297,605.03230,3003.4000000000000000,11853.3500000000000000
2015-03-01,192.07623,249.97458,607.49086,3002.4400000000000000,11882.7000000000000000
2015-04-01,191.47442,250.23517,609.39863,3000.7000000000000000,11929.1750000000000000
2015-05-01,193.98195,251.06038,612.56822,2989.3750000000000000,11952.0000000000000000
2015-06-01,195.38616,251.75530,614.40589,3012.9400000000000000,12003.620000000000
2015-07-01,194.48345,252.15466,617.27004,3032.4750000000000000,12059.6250000000000000
2015-08-01,192.47743,252.15360,618.86235,3036.6800000000000000,12104.700000000000
2015-09-01,189.66901,251.58686,618.71714,3047.0750000000000000,12166.0750000000000000
2015-10-01,188.06419,251.83581,619.01257,3008.6250000000000000,12182.4250000000000000
2015-11-01,186.25878,252.13665,620.77512,3079.4600000000000000,12284.660000000000
2015-12-01,184.05216,251.86547,622.54269,3084.8500000000000000,12341.2250000000000000
2016-01-01,183.14945,251.75000,623.50909,3110.1750000000000000,12445.2250000000000000
2016-02-01,181.84554,251.41525,627.22448,3120.5200000000000000,12544.160000000000
2016-03-01,182.64794,252.20339,626.24806,3149.3000000000000000,12605.750000000000
2016-04-01,183.75125,253.16949,630.21381,3191.2500000000000000,12685.625000000000
2016-05-01,185.85757,253.76801,632.13660,3240.3800000000000000,12766.460000000000
2016-06-01,188.16449,254.47246,636.00721,3245.2750000000000000,12833.525000000000
2016-07-01,188.26479,254.34428,636.95358,3252.3250000000000000,12881.650000000000
2016-08-01,187.16148,254.81462,638.41570,3304.6600000000000000,12974.060000000000
2016-09-01,187.46239,255.48305,641.26984,3317.3000000000000000,13040.325000000000
2016-10-01,187.26179,256.08157,642.33639,3338.6800000000000000,13106.340000000000
2016-11-01,186.86058,256.38347,643.61324,3354.8250000000000000,13181.850000000000
2016-12-01,188.76630,257.03072,649.08617,3336.5250000000000000,13209.025000000000
2017-01-01,191.27382,258.07203,651.69996,3383.7400000000000000,13278.900000000000
2017-02-01,192.17653,258.33898,652.68139,3401.6250000000000000,13352.575000000000
2017-03-01,192.07623,258.22669,655.43037,3436.1500000000000000,13421.900000000000
2017-04-01,193.58074,258.76483,657.33814,3465.6750000000000000,13474.650000000000
2017-05-01,193.38014,258.54767,657.38821,3508.6400000000000000,13541.340000000000
2017-06-01,194.18255,258.70551,659.79671,3517.2750000000000000,13570.925000000000
2017-07-01,194.08225,258.77119,660.87327,3554.6800000000000000,13625.960000000000
2017-08-01,194.38315,259.75106,663.01137,3588.9750000000000000,13685.925000000000
2017-09-01,195.38616,261.17691,669.22538,3570.5000000000000000,13722.075000000000
2017-10-01,195.48646,261.28919,670.71253,3601.0800000000000000,13779.700000000000
2017-11-01,196.48947,262.05297,675.76486,3627.5000000000000000,13806.150000000000
2017-12-01,196.89067,262.43220,681.07756,3613.8500000000000000,13846.550000000000
2018-01-01,198.49549,263.47564,681.99389,3638.8400000000000000,13864.920000000000
2018-02-01,199.89970,264.08898,683.85158,3616.8500000000000000,13901.050000000000
2018-03-01,199.89970,264.31886,687.24651,3661.2750000000000000,13958.875000000000
2018-04-01,200.90271,265.12182,691.46763,3661.5600000000000000,14000.000000000000
2018-05-01,203.81143,265.66314,694.61219,3656.1000000000000000,14063.025000000000
2018-06-01,204.81444,266.05085,696.65515,3658.5500000000000000,14128.175000000000
2018-07-01,204.91474,266.25530,699.14376,3679.5600000000000000,14166.460000000000
2018-08-01,204.01204,266.66843,701.74253,3677.7000000000000000,14206.200000000000
2018-09-01,204.21264,267.14301,702.55370,3721.8250000000000000,14238.750000000000
2018-10-01,205.21565,267.90148,707.00516,3720.0400000000000000,14252.180000000000
2018-11-01,202.90873,267.81992,710.42011,3689.7000000000000000,14250.000000000000
2018-12-01,201.60481,267.47140,703.55015,3753.9800000000000000,14359.920000000000
2019-01-01,199.69910,267.41631,706.24405,3738.2500000000000000,14444.650000000000
2019-02-01,199.79940,267.97564,706.92003,3765.5000000000000000,14473.575000000000
2019-03-01,201.40421,269.22352,713.25422,3737.1750000000000000,14513.775000000000
2019-04-01,202.70812,270.47246,717.50538,3775.5400000000000000,14568.180000000000
2019-05-01,202.30692,270.52013,719.65350,3782.5250000000000000,14654.425000000000
2019-06-01,200.90271,270.57521,722.33238,3844.5250000000000000,14776.375000000000
2019-07-01,201.30391,271.10699,725.42186,3852.1600000000000000,14865.700000000000
2019-08-01,199.79940,271.31144,727.87542,3853.3750000000000000,14937.650000000000
2019-09-01,198.99699,271.75000,729.29247,3901.8000000000000000,15027.660000000000
2019-10-01,199.19759,272.65572,731.45561,3921.9500000000000000,15154.650000000000
2019-11-01,199.59880,273.29343,734.44495,3950.3000000000000000,15253.700000000000
2019-12-01,199.59880,273.52013,735.38130,3977.3600000000000000,15316.280000000000
2020-01-01,199.89970,274.03284,739.56737,3959.1750000000000000,15408.700000000000
2020-02-01,197.29188,274.17797,740.32848,4011.5750000000000000,15447.575000000000
2020-03-01,193.68104,273.29343,689.10921,4208.0600000000000000,15910.380000000000
2020-04-01,186.05817,271.38983,601.96285,4763.1250000000000000,16961.825000000000
2020-05-01,189.16750,271.12500,653.85309,16212.200000000000,17829.950000000000
2020-06-01,191.77533,272.54449,695.47344,16556.780000000000,18141.420000000000
2020-07-01,193.58074,273.94492,707.48585,16802.575000000000,18333.200000000000
2020-08-01,194.88465,274.90572,714.56111,16900.060000000000,18373.960000000000
2020-09-01,196.08826,275.58157,725.13645,17198.125000000000,18623.700000000000
2020-10-01,197.09127,275.91314,728.35612,17340.500000000000,18727.700000000000
2020-11-01,198.89669,276.40572,724.41540,17594.420000000000,18951.460000000000
2020-12-01,201.10331,277.07627,720.51975,17785.650000000000,19089.125000000000
2021-01-01,205.41625,277.78708,743.97376,18073.500000000000,19352.075000000000
2021-02-01,211.23370,278.77225,736.04727,.,.
2021-03-01,215.64694,280.50106,774.06740,.,.
2021-04-01,218.15446,282.66102,781.86370,.,.
2021-05-01,225.07523,284.48199,782.28932,.,.
2021-06-01,229.18756,287.05614,790.64644,.,.
2021-07-01,231.89569,288.41631,792.76451,.,.
